currency,time,price
TAPT,1729281600,3.649
TAPT,1729285200,3.649
TAPT,1729288800,3.649
TAPT,1729292400,3.649
TAPT,1729296000,3.648
TAPT,1729299600,3.648
TAPT,1729303200,3.648
TAPT,1729306800,3.648
TAPT,1729310400,3.648
TAPT,1729314000,3.649
TAPT,1729317600,3.648
TAPT,1729321200,3.649
TAPT,1729324800,3.649
TAPT,1729328400,3.649
TAPT,1729332000,3.649
TAPT,1729335600,3.649
TAPT,1729339200,3.649
TAPT,1729342800,3.649
TAPT,1729346400,3.649
TAPT,1729350000,3.649
TAPT,1729353600,3.649
TAPT,1729357200,3.649
TAPT,1729360800,3.649
TAPT,1729364400,3.649
TAPT,1729368000,3.649
TAPT,1729371600,3.648
TAPT,1729375200,3.648
TAPT,1729378800,3.648
TAPT,1729382400,3.648
TAPT,1729386000,3.648
TAPT,1729389600,3.649
TAPT,1729393200,3.649
TAPT,1729396800,3.648
TAPT,1729400400,3.648
TAPT,1729404000,3.648
KING,1729144800,1.975e-05
KING,1729148400,1.987e-05
KING,1729152000,1.987e-05
KING,1729155600,1.981e-05
KING,1729159200,1.98e-05
KING,1729162800,1.98e-05
KING,1729166400,1.974e-05
KING,1729170000,1.974e-05
KING,1729173600,1.997e-05
KING,1729177200,1.984e-05
KING,1729180800,1.985e-05
KING,1729184400,1.984e-05
KING,1729188000,1.998e-05
KING,1729191600,1.997e-05
KING,1729195200,1.997e-05
KING,1729198800,1.997e-05
KING,1729202400,1.998e-05
KING,1729206000,1.998e-05
KING,1729209600,1.998e-05
KING,1729213200,1.998e-05
KING,1729216800,1.984e-05
KING,1729220400,1.984e-05
KING,1729224000,1.984e-05
KING,1729227600,1.984e-05
KING,1729231200,1.974e-05
KING,1729234800,1.974e-05
KING,1729238400,1.98e-05
KING,1729242000,1.974e-05
KING,1729245600,1.974e-05
KING,1729249200,1.974e-05
KING,1729252800,1.974e-05
KING,1729256400,1.984e-05
KING,1729260000,1.985e-05
KING,1729263600,1.985e-05
KING,1729267200,1.985e-05
KING,1729270800,1.985e-05
KING,1729274400,1.985e-05
KING,1729278000,1.985e-05
KING,1729281600,1.985e-05
KING,1729285200,1.985e-05
KING,1729288800,1.985e-05
KING,1729292400,1.975e-05
KING,1729296000,1.975e-05
KING,1729299600,1.975e-05
KING,1729303200,1.975e-05
KING,1729306800,1.975e-05
KING,1729310400,2.028e-05
KING,1729314000,2.028e-05
KING,1729317600,2.028e-05
KING,1729321200,2.028e-05
KING,1729324800,2.036e-05
KING,1729328400,2.036e-05
KING,1729332000,2.036e-05
KING,1729335600,1.982e-05
KING,1729339200,1.976e-05
